CÓDIGO DE GRUPO,NOMBRE DEL GRUPO,LÍDER DEL GRUPO,INSTITUCIONES QUE LO AVALAN,GRUPO RECONOCIDO,GRUPO INSCRITO PARA MEDICIÓN,CLASIFICACIÓN DEL GRUPO
COL0004101,EDUCACION MÉDICA Y EN CIENCIAS DE LA SALUD,JOHN ALEXANDER VERGEL GUE- RRERO,COLEGIO MAYOR DE NUESTRA SE- ÑORA DEL ROSA- RIO,,Sí,A
COL0032376,"INDIVIDUO, FAMILIA Y SO- CIEDAD",LUISA FERNANDA RAMÍREZ RUEDA,COLEGIO MAYOR DE NUESTRA SE- ÑORA DEL ROSA- RIO,,Sí,A
COL0052065,BIO-BIO,RUTH ELIZABETH GARZÓN FERNÁN- DEZ,COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO,,Sí,A
COL0057839,GISCYT,JUAN ALBERTO CASTILLO MARTI- NEZ,COLEGIO MAYOR DE NUESTRA SE- ÑORA DEL ROSA- RIO,,Sí,A
COL0101169,GRUPO DE INVESTIGACIÓN DE DERECHO PENAL,CARLOS GUI- LLERMO CASTRO CUENCA,COLEGIO MAYOR DE NUESTRA SE- ÑORA DEL ROSA- RIO,,Sí,A
COL0104429,GRUPO DE INVESTIGACIÓN EN DERECHO INTERNACIONAL,JUAN RAMÓN MAR- TÍNEZ VARGAS,COLEGIO MAYOR DE NUESTRA SE- ÑORA DEL ROSA- RIO,,Sí,A
COL0003937,ESTUDIOS SOBRE IDENTI- DAD,ESTEBAN ROZO PABON,COLEGIO MAYOR DE NUESTRA SE- ÑORA DEL ROSA- RIO,,Sí,B
COL0004193,CENTRO DE ESTUDIOS  EN MEDICIÓN DE LA ACTIVI- DAD FISICA (CEMA),JORGE ENRIQUE CORREA BAUTISTA,COLEGIO MAYOR DE NUESTRA SE- ÑORA DEL ROSA- RIO,,Sí,B
COL0011296,GRUPO DE INVESTIGACIÓN CLÍNICA,ANGELA MARÍA RUIZ STERNBERG,COLEGIO MAYOR DE NUESTRA SE- ÑORA DEL ROSA- RIO,,Sí,B
COL0015437,CIENCIAS DE LA REHABILI- TACIÓN,ADRIANA MARÍA RIOS RINCÓN,COLEGIO MAYOR DE NUESTRA SE- ÑORA DEL ROSA- RIO,,Sí,B
COL0060915,GENIUROS,PAUL LAISSUE HOR- MAZA,COLEGIO MAYOR DE NUESTRA SE- ÑORA DEL ROSA- RIO,,Sí,B
COL0065929,"GRUPO DE ESTUDIOS SO- CIALES DE LAS CIENCIAS, LAS TECNOLOGÍAS Y LAS
PROFESIONES",EMILIO QUEVEDO VÉLEZ,COLEGIO MAYOR DE NUESTRA SE- ÑORA DEL ROSA- RIO,,Sí,B
COL0098378,GRUPO DE ECOLOGÍA FUNCIONAL Y ECOSISTÉ- MICA (EFE),JUAN MANUEL R. POSADA,COLEGIO MAYOR DE NUESTRA SE- ÑORA DEL ROSA- RIO,,Sí,B
COL0003946,"ÉTICA APLICADA, TRABAJO Y RESPONSABILIDAD SO- CIAL",WILSON RICARDO HERRERA ROMERO,COLEGIO MAYOR DE NUESTRA SE- ÑORA DEL ROSA- RIO,,Sí,C
COL0008399,GRUPO DE ESTUDIOS EN SISTEMAS TRADICIONALES DE SALUD,GERMÁN ZULUAGA RAMÍREZ,COLEGIO MAYOR DE NUESTRA SE- ÑORA DEL ROSA- RIO,,Sí,C
COL0126481,MATEMÁTICAS APLICADAS Y CIENCIAS DE LA COMPU- TACIÓN - MACC,PEDRO AGUSTIN MONTERREY GU- TIERREZ,COLEGIO MAYOR DE NUESTRA SE- ÑORA DEL ROSA- RIO,,Sí,C
COL0141138,MEDICINA TRASLACIONAL,HEILY CAROLINA RAMIREZ SANTANA,COLEGIO MAYOR DE NUESTRA SE- ÑORA DEL ROSA- RIO,,Sí,C
COL0149495,NANOTECH,FREDY GIOVANNI MESA RODRÍGUEZ,COLEGIO MAYOR DE NUESTRA SE- ÑORA DEL ROSA- RIO,,Sí,C
COL0169611,HISTORIA NATURAL DE PLANTAS TROPICALES,JAMES EDWARD RI- CHARDSON,COLEGIO MAYOR DE NUESTRA SE- ÑORA DEL ROSA- RIO,,Sí,Reconocido
COL0083212,"GRUPO DE INVESTIGACIÓN EN DERECHO PRIVADO DE LA FACULTAD DE JURIS- PRUDENCIA DE LA UNIVER-
SIDAD DEL ROSARIO",LUISA FERNANDA GARCIA LOPEZ,COLEGIO MAYOR DE NUESTRA SE- ÑORA DEL ROSA- RIO,,Sí,A
COL0006474,GRUPO DE NEUROCIEN- CIAS DE LA UNIVERSIDAD DEL ROSARIO (NEUROS),ALBERTO VELEZ VAN MEERBEKE,COLEGIO MAYOR DE NUESTRA SE- ÑORA DEL ROSA- RIO; FUNDACION CARDIOINFANTIL- INSTITUTO CAR- DIOLOGIA,,Sí,A1
COL0058489,CETRE,CARLOS MIGUEL GÓMEZ RINCÓN,COLEGIO MAYOR DE NUESTRA SE- ÑORA DEL ROSA- RIO; PONTIFICIA UNIVERSIDAD JA- VERIANA; UNIVER- SIDAD NACIONAL DE COLOMBIA - OFICIAL,,Sí,C
COL0002519,CIENCIAS BÁSICAS MÉDI- CAS,MARÍA MARTÍNEZ AGÜERO,COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO,,Sí,A1
COL0024875,HISTOREO,MARÍA EUGENIA SALDARRIAGA SA- LAZAR,COLEGIO MAYOR DEL CAUCA - INS- TITUCIÓN UNIVER- SITARIA,,Sí,C
COL0064549,HERRAMIENTAS VIRTUA- LES DE APRENDIZAJE HE- VIR,ALBERTO BRAVO BUCHELY,COLEGIO MAYOR DEL CAUCA - INS- TITUCIÓN UNIVER- SITARIA,,Sí,C
COL0067925,GRUPO DE INVESTIGACIÓN Y DESARROLLO EN INFOR- MÁTICA,MARIA ISABEL VIDAL CAICEDO,COLEGIO MAYOR DEL CAUCA - INS- TITUCIÓN UNIVER- SITARIA,,Sí,C
COL0072264,"GRUPO EN DISEÑO Y ARTE
D&A",GERMAN CAMILO CHAMORRO GOMEZ,COLEGIO MAYOR DEL CAUCA - INS- TITUCIÓN UNIVER- SITARIA,,Sí,C
COL0104902,GRUPO DE INVESTIGACION EN FINANZAS - GIFIN,DIANA ALEXANDRA PACHECO TORRES,COLEGIO MAYOR DEL CAUCA - INS- TITUCIÓN UNIVER- SITARIA,,Sí,Reconocido
COL0169685,RUTAS,CARLOS JAVIER IDROBO AVIRAMA,COLEGIO MAYOR DEL CAUCA - INS- TITUCIÓN UNIVER- SITARIA,,Sí,Reconocido
COL0179645,GRIEL,OLGA REGINA QUINTERO,COLEGIO MAYOR DEL CAUCA - INS- TITUCIÓN UNIVER- SITARIA,,Sí,Reconocido
COL0178076,"GRUPO DE INVESTIGACIÓN COLOMBIANA DE TRAS-
PLANTES",FERNANDO GIRON LUQUE,COLOMBIANA DE TRASPLANTES,,Sí,C
COL0031904,"GRUPO DE DESARROLLO TECNOLÓGICO EN ÓPTICA
APLICADA",RICARDO AMÉZ- QUITA OROZCO,COMBUSTIÓN IN- GENIEROS SAS,,Sí,Reconocido
COL0128154,"CENTRO DE INVESTIGA-
CIÓN DE DESARROLLO Y CALIDAD - CIDCA",LUCAS PENAGOS VELÉZ,COMPAÑÍA NACIO- NAL DE CHOCOLA- TES S.A,,Sí,B
COL0134169,"GRUPO LEVAPAN I+D+I EN TECNOLOGIAS DE LEVA-
DURAS Y DERIVADOS",JOSE JAIR ALZATE GOMEZ,COMPAÑIA NACIONAL DE LEVADU- RAS - LEVAPAN,,Sí,Reconocido
COL0062016,"AULOS  MÚSICA: EDUCA- CIÓN, HISTORIA Y SOCIE-
DAD",HUMBERTO GA- LINDO PALMA,CONSERVATORIO DEL TOLIMA,,Sí,B
COL0149172,GRUPO DE INVESTIGACIÓN CEDRUM,JUAN CARLOS ARE- VALO ESPINEL,CONSORCIO MI- NERO LOS LA- CHES,,No,Reconocido
COL0165158,GRIEGOS,"JAVIER DIAZ CAS-
TRO",CORPORACION CHOAPO,,Sí,C
COL0135032,"OBSERVATORIO HÉRITAGE
DE DESARROLLO RURAL","SANDY JAIR YANES
SÁNCHEZ",CORPORACIÓN HÉRITAGE,,No,Reconocido
COL0176652,METUSIA,"LINA MARÍA GA-
LLEGO RAMÍREZ",CORPORACIÓN METUSIA,,Sí,Reconocido
COL0126786,"CORPORACIÓN NUEVOS
RUMBOS","AUGUSTO PÉREZ
GÓMEZ",CORPORACIÓN NUEVOS RUMBOS,,No,Reconocido
COL0169175,"EDUCACIÓN, CIENCIA Y
TECNOLOGÍA","ALFONSO MORALES
ROMERO",CORPORACION ORQUIDEOLOGICA,,Sí,C
COL0015123,"PAZ, EDUCACIÓN Y TERRI-
TORIOS","MARTA INÉS VILLA
MARTÍNEZ",CORPORACIÓN REGIÓN,,Sí,C
COL0067003,"GRUPO DE INVESTIGACIÓN
EN DERECHO, POLÍTICA Y SOCIEDAD",LIGIA CIELO RO- MERO MARIN,CORPORACIÓN UNIVERSIDAD DE LA COSTA CUC,,Sí,A
COL0018045,"GRUPO DE INVESTIGACIÓN
EN CIENCIAS NATURALES Y EXACTAS, GICNEX",LUIS CARLOS COSTA ARZUZA,CORPORACIÓN UNIVERSIDAD DE LA COSTA CUC,,Sí,B
COL0153863,"PEDAGOGÍA, CULTURA Y SOCIEDAD",GELVER PÉREZ PU- LIDO,CORPORACIÓN UNIVERSITARIA ADVENTISTA,,Sí,C
COL0081361,AGLAIA,DANY ESTEBAN GA- LLEGO QUICENO,CORPORACIÓN UNIVERSITARIA AMERICANA,,Sí,B
COL0018958,TIC-UNICOMFACAUCA,ALEX ARMANDO TO- RRES BERMUDEZ,CORPORACION UNIVERSITARIA COMFACAUCA,,Sí,C
COL0176492,ESTUDIOS DEL DERECHO Y PENSAMIENTO JURÍDICO,JUAN SEBASTIAN GARCÍA ACEVEDO,CORPORACIÓN UNIVERSITARIA DE SABANETA,,Sí,Reconocido
COL0036849,GAMA,JORGE ANDRÉS VI- LLA BETANCUR,CORPORACIÓN UNIVERSITARIA LASALLISTA,,Sí,A
COL0101348,"GRUPO DE INVESTIGACIÓN
EN MEDICINA VETERINA- RIA GIVET",SILVIA POSADA ARIAS,CORPORACIÓN UNIVERSITARIA LASALLISTA,,Sí,B
COL0020571,"PALABRA, PUEBLO Y VIDA","WILTON GERARDO
SÁNCHEZ CAS- TELBLANCO",CORPORACIÓN UNIVERSITARIA MINUTO DE DIOS,,Sí,B
COL0135489,UNIMINUTO BOGOTÁ SUR,CÉSAR AUGUSTO AGUIRRE LEÓN,CORPORACIÓN UNIVERSITARIA MINUTO DE DIOS,,Sí,B
COL0096373,"RESPONSABILIDAD SOCIAL
Y DESAROLLO SOSTENI- BLE",NATALIA GUACA- NEME DUQUE,CORPORACIÓN UNIVERSITARIA MINUTO DE DIOS,,Sí,C
COL0024614,"GRUPO DE INVESTIGACIÓN
EN SISTEMAS NEURODIFU- SOS","MARIA CLAUDIA
BONFANTE RODRI- GUEZ",CORPORACIÓN UNIVERSITARIA RAFAEL NÚÑEZ,,Sí,A
COL0128726,"PSICUS - PSICOLOGÍA, CULTURA Y SOCIEDAD",JOSE HERNANDO AVILA TOSCANO,CORPORACIÓN UNIVERSITARIA REFORMADA,,Sí,C
COL0108652,RED COLOMBIANA DE EVA- LUADORES RIEV RIEVCOL,FRANCISCO AR- TURO PEREZ NAVA- RRETE,CORPORACION ACADEMIA DE LAS CIENCIAS DE LA SALUD,,Sí,Reconocido
COL0089879,GRUPO DE INVESTIGACIÓN EN AGUA Y MEDIO AM- BIENTE - AMA,OLGA JANET BARCO MEJIA,CORPORACIÓN CENTRO DE CIEN- CIA Y TECNOLO- GÍA DE ANTIOQUIA,,Sí,C
COL0160821,"GRUPO DE INVESTIGACIÓN EN GESTIÓN, EVALUACIÓN E INNOVACIÓN EDUCATIVA
- EDUCERE - CTA",DURYS ESTHER RIOS KERGUELEN,CORPORACIÓN CENTRO DE CIEN- CIA Y TECNOLO- GÍA DE ANTIOQUIA,,Sí,C
COL0160839,"GRUPO DE INVESTIGACIÓN EN PRODUCTIVIDAD DEL VALOR AGREGADO - PRO-
DUCTIVAMENTE",JAIME ALONSO AR- BOLEDA PALACIO,CORPORACIÓN CENTRO DE CIEN- CIA Y TECNOLO- GÍA DE ANTIOQUIA,,Sí,Reconocido
COL0033981,GRUPO DE INVESTIGACIÓN EN FLUIDOS Y ENERGÍA,CARLOS EDUARDO GARCIA SANCHEZ,CORPORACIÓN CENTRO DE DESA- RROLLO TECNO- LÓGICO DEL GAS,,Sí,C
COL0088344,GINCE,MARISOL PARRA MORERA,CORPORACIÓN CENTRO DE DESA- RROLLO TECNO- LÓGICO DE LAS PASIFLORAS DE COLOMBIA,,Sí,C
COL0086161,GRUPO DE INVESTIGACIÓN EN ACUICULTURA ESTRA- TÉGICA-GRINAES,SILVIA CRISTINA CARRERA QUIN- TANA,CORPORACIÓN CENTRO DE DESA- RROLLO TECNO- LÓGICO PISCÍ- COLA SURCOLOM- BIANO,,Sí,C
COL0141192,INVESTIGACIÒN APLICADA EN EL CULTIVO DEL CAU- CHO NATURAL,IBONNE AYDEE GARCÍA ROMERO,CORPORACIÓN CENTRO DE IN- VESTIGACIÓN EN CAUCHO,,Sí,C
COL0012776,INVESTIGACIÓN EN PALMA DE ACEITE,JOSE IGNACIO SANZ SCOVINO,CORPORACIÓN CENTRO DE IN- VESTIGACIÓN EN PALMA DE ACEITE - CENIPALMA,,Sí,C
COL0107833,GRUPO DE INVESTIGACIÓN EN ENFERMENDADES DE LA  PALMA DE ACEITE,GERARDO MARTÍ- NEZ LÓPEZ,CORPORACIÓN CENTRO DE IN- VESTIGACIÓN EN PALMA DE ACEITE - CENIPALMA,,Sí,C
COL0147589,MANEJO INTEGRADO DE PLAGAS DE LA PALMA DE ACEITE,ALEX ENRIQUE BUSTILLO PARDEY,CORPORACIÓN CENTRO DE IN- VESTIGACIÓN EN PALMA DE ACEITE - CENIPALMA,,Sí,C
COL0105276,PROCESOS Y USOS DEL ACEITE DE PALMA Y SUB- PRODUCTOS,JESÚS ALBERTO GARCÍA NÚÑEZ,CORPORACIÓN CENTRO DE IN- VESTIGACIÓN EN PALMA DE ACEITE - CENIPALMA,,No,Reconocido
COL0043959,GRUPO DE INVESTIGACIÓN DEL CIDET,RUBÉN DARÍO CRUZ RODRÍGUEZ,CORPORACIÓN CENTRO DE IN- VESTIGACIÓN Y DESARROLLO TECNOLÓGICO DEL SECTOR ELÉCTRICO,,Sí,B
COL0082869,FISIOLOGÍA Y BIOQUÍMICA DE ESPECIES PERENNES,HERNÁN MAURICIO ROMERO ANGULO,CORPORACIÓN CENTRO DE INVESTIGACIÓN EN PALMA DE ACEITE- CENIPALMA; UNIVERSIDAD NACIONAL DE COLOMBIA- OFICIAL,,Sí,A1
COL0041909,INVESTIGACIÓN Y DESA- RROLLO DE PRODUCTOS FARMACÉUTICOS,FAIBER ALEXIS JA- RAMILLO YEPES,CORPORACIÓN CENTRO DE LA CIENCIA Y LA IN- VESTIGACIÓN FARMACÉUTICA,,Sí,B
COL0171271,ECONOMIA Y SOCIEDAD,"RICARDO ALEXAN- DER APOLINAR
CARDENAS",CORPORACION CHOAPO,,Sí,C
COL0186757,ORINOCO TIC,EDGAR OSWALDO PINEDA MARTINEZ,CORPORACIÓN CLUSTER DE CIENCIA TIC E IN- NOVACIÓN ORI- NOCO TIC; TUXSTONE TECH- NOLOGIES; COR- PORACIÓN CEN- TRO DE INVESTI- GACIÓN Y DESA- RROLLO TECNO- LÓGICO DE LOS LLANOS; CORPO- RACION PANGEA,,Sí,Reconocido
COL0014082,MICROBIOLOGÍA Y NUTRI- CIÓN ANIMAL DEL TRÓ- PICO,CLAUDIA ARIZA NIETO,CORPORACIÓN COLOMBIANA DE INVESTIGACIÓN AGROPECUARIA - CORPOICA,,Sí,A1
COL0019552,SISTEMAS AGROPECUA- RIOS SOSTENIBLES,RUTH REBECA BO- NILLA BUITRAGO,CORPORACIÓN COLOMBIANA DE INVESTIGACIÓN AGROPECUARIA - CORPOICA,,Sí,A1
COL0046139,INVESTIGACIÓN EN FRU- TAS DEL TRÓPICO,DEMIAN TAKUMASA KONDO RODRIGUEZ,CORPORACIÓN COLOMBIANA DE INVESTIGACIÓN AGROPECUARIA - CORPOICA,,Sí,A1
COL0002849,CONTROL BIOLÓGICO DE PLAGAS AGRÍCOLAS,ALBA MARINA CO- TES PRADO,CORPORACIÓN COLOMBIANA DE INVESTIGACIÓN AGROPECUARIA - CORPOICA,,Sí,A
COL0024525,REPRODUCCION TROPI- CAL,JOSÉ GUILLERMO VELÁSQUEZ PENA- GOS,CORPORACIÓN COLOMBIANA DE INVESTIGACIÓN AGROPECUARIA - CORPOICA,,Sí,A
COL0025658,RECURSOS GENETICOS Y BIOTECNOLOGIA ANIMAL,RODRIGO ALFREDO MARTINEZ SAR- MIENTO,CORPORACIÓN COLOMBIANA DE INVESTIGACIÓN AGROPECUARIA - CORPOICA,,Sí,A
COL0029138,SISTEMAS AGRÍCOLAS DEL TRÓPICO (SAT),ANGELA ARCILA CARDONA,CORPORACIÓN COLOMBIANA DE INVESTIGACIÓN AGROPECUARIA - CORPOICA,,Sí,A
COL0005959,GRUPO DE INVESTIGACIÓN E INNOVACIÓN EN SALUD  Y BIENESTAR ANIMAL,JOSÉ LUIS RODRÍ- GUEZ BAUTISTA,CORPORACIÓN COLOMBIANA DE INVESTIGACIÓN AGROPECUARIA - CORPOICA,,Sí,B
COL0085459,"MEJORAMIENTO GENÉ- TICO VEGETAL, USO Y APROVECHAMIENTO DE LA AGROBIODIVERSIDAD
(MGVA)",IVANIA CERÓN SOUZA,CORPORACIÓN COLOMBIANA DE INVESTIGACIÓN AGROPECUARIA - CORPOICA,,Sí,B
COL0007702,GRUPO DE ANÁLISIS ESPA- CIO-TEMPORAL Y MANEJO DE FENÓMENOS FITOSANI- TARIOS,JAIRO ANTONIO OSORIO CARDONA,CORPORACIÓN COLOMBIANA DE INVESTIGACIÓN AGROPECUARIA - CORPOICA,,Sí,C
COL0010495,VALORIZACIÓN SOSTENI- BLE DE RECURSOS AGRÍ- COLAS BIODIVERSOS,MARIA CRISTINA GARCIA MUNOZ,CORPORACIÓN COLOMBIANA DE INVESTIGACIÓN AGROPECUARIA - CORPOICA,,Sí,C
COL0015482,"RAÍCES DEL FUTURO - MA- NEJO DE SUELO, AGUA Y PLANTA",MARÍA MARGARITA RAMÍREZ GÓMEZ,CORPORACIÓN COLOMBIANA DE INVESTIGACIÓN AGROPECUARIA - CORPOICA,,Sí,C
COL0023929,RIZOSFERA,GLADIS EMILIA MÚ- NERA URIBE,CORPORACIÓN COLOMBIANA DE INVESTIGACIÓN AGROPECUARIA - CORPOICA,,Sí,C
COL0124629,INVESTIGACION Y VIGILAN- CIA INTEGRADA DE LA RE- SISTENCIA ANTIMICRO- BIANA,PILAR DONADO GO- DOY,CORPORACIÓN COLOMBIANA DE INVESTIGACIÓN AGROPECUARIA - CORPOICA,,Sí,C
COL0036769,CÍTRICOS Y FRUTALES TROPICALES EN LA ORINO- QUIA,JAVIER ORLANDO ORDUZ RODRIGUEZ,CORPORACIÓN COLOMBIANA DE INVESTIGACIÓN AGROPECUARIA - CORPOICA,,No,Reconocido
COL0020802,ESTUDIOS SOCIOECONÓ- MICOS-CORPOICA,ANTONIO MARIA MARTINEZ REINA,CORPORACIÓN COLOMBIANA DE INVESTIGACIÓN AGROPECUARIA - CORPOICA; ES- CUELA COLOM- BIANA DE INGE- NIERÍA JULIO GA- RAVITO - E.C.I.,,Sí,C
COL0007499,GRUPO INTERDISCIPLINA- RIO DE INVESTIGACIÓN EN FRUTICULTURA TROPICAL,ANGÉLICA PIEDAD SANDOVAL ALDANA,CORPORACIÓN COLOMBIANA DE INVESTIGACIÓN AGROPECUARIA - CORPOICA; UNIVERSIDAD DEL TOLIMA,,Sí,B
COL0028257,GRUPO DE INVESTIGACIÓN EN ECOSISTEMAS Y CAM- BIO GLOBAL,WILSON LARA HE- NAO,CORPORACIÓN DE CENTRO DE IN- VESTIGACIÓN CARBONO & BOS- QUES,,No,Reconocido
COL0036348,PRODIN,JORGE ENRIQUE CARREÑO MORENO,"CORPORACIÓN DE CIENCIA Y TECNO- LOGÍA PARA EL DESARROLLO DE LA INDUSTRIA NA- VAL, MARÍTIMA Y FLUVIAL- COTEC- MAR",,Sí,B
COL0154403,GRUPO DE INVESTIGACIÓN DE STRUCTURAL SY- NERGY -GISS,CESAR AUGUSTO RODRÍGUEZ ADAIME,CORPORACION DE LA INDUSTRIA AE- RONAUTICA COLOMBIANA; STRUCTURAL SY- NERGY SAS,,Sí,C
COL0051531,EDUCACIÓN Y SALUD EN VIH/SIDA,JAIME GALINDO QUINTERO,CORPORACIÓN DE LUCHA CONTRA EL SIDA; UNIVER- SIDAD DEL CAUCA - UNICAUCA,,Sí,C
COL0141648,BEA - BIOLOGÍA Y ECOLO- GÍA DE ARTROPODOS,JULIO CÉSAR GON- ZÁLEZ GÓMEZ,CORPORACIÓN DE TURISMO DEL HUILA; CORPORA- CIÓN HUILTUR,,Sí,C
COL0188179,"GRUPO DE INVESTIGACIÓN CREACIÓN EN BELLEZA,
SALUD Y BIENESTAR.",AMIN ERNESTO ARIZA DONADO,CORPORACIÓN DOCTOR AMÍN ARIZA,,Sí,C
COL0137743,GICEL,ALINE ISABEL MELO HENRÍQUEZ,CORPORACION EDUCATIVA DEL LITORAL,,Sí,C
COL0064084,BIOLOGÍA MOLECULAR Y GENÉTICA,DOMINGO ALIRIO MONTAÑO ARIAS,CORPORACION ESCUELA DE AR- TES Y LETRAS - INSTITUCIÓN UNI- VERSITARIA,,Sí,B
COL0137313,COMUNICANDO,RICARDO ANTONIO PARRA BELTRÁN,CORPORACION ESCUELA DE AR- TES Y LETRAS - INSTITUCIÓN UNI- VERSITARIA,,Sí,C
COL0164105,TRANSMEDIACIONES,MARIBEL GARCIA ROJAS,CORPORACION ESCUELA DE AR- TES Y LETRAS - INSTITUCIÓN UNI- VERSITARIA,,Sí,Reconocido
COL0164159,RICA- REVISIÓN DE PRO- CESOS DE INVESTIGA- CIÓN/CREACIÓN EN ARTES,IVONNE VIVIANA VI- LLAMIL RODRÍGUEZ,CORPORACION ESCUELA DE AR- TES Y LETRAS - INSTITUCIÓN UNI- VERSITARIA,,Sí,Reconocido
COL0164188,ESTUDIO IMAGEN,BENJAMÍN QUIN- TERO PIEDRAHITA,CORPORACION ESCUELA DE AR- TES Y LETRAS - INSTITUCIÓN UNI- VERSITARIA,,Sí,Reconocido
COL0164197,HÁBITAT CONSCIENTE,CLAUDIA PATRICIA OSORIO RIANO,CORPORACION ESCUELA DE AR- TES Y LETRAS - INSTITUCIÓN UNI- VERSITARIA,,No,Reconocido
COL0164482,DRAMATIS IMPROVISAE,DIEGO ALEXANDER FIGUEROA RODRI- GUEZ,CORPORACION ESCUELA DE AR- TES Y LETRAS - INSTITUCIÓN UNI- VERSITARIA,,Sí,Reconocido
COL0174649,CENTRO DE INVESTIGA- CION EN CIENCIAS BÁSI- CAS Y APLICADAS AGRO- PECUARIAS,DOMINGO ALIRIO MONTAÑO ARIAS,CORPORACION ESCUELA DE AR- TES Y LETRAS - INSTITUCIÓN UNI- VERSITARIA,,Sí,Reconocido
COL0072943,"TRABAJO, RIESGO Y DE- SIGUALDADES",JUAN CARLOS CE- LIS OSPINA,CORPORACIÓN GAEA; UNIVERSI- DAD NACIONAL DE COLOMBIA - OFI- CIAL,,Sí,C
COL0008512,GRUPO DE GEOCIENCIAS,"GERMAN ALONSO BAYONA CHAPA-
RRO",CORPORACIÓN GEOLÓGICA ARES,,Sí,C
COL0115657,MÉDERI,GIOVANNI ANTONIO RODRIGUEZ LEGUI- ZAMON,CORPORACIÓN HOSPITALARIA JUAN CIUDAD; CO- LEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO,,Sí,C
COL0106836,"CENTRO DE INVESTIGA- CIÓN E INNOVACIÓN EN IN-
GENIERÍA - I3",MAURICIO OLAYA DÁVILA,CORPORACIÓN INDUSTRIAL MINUTO DE DIOS,,Sí,C
COL0081639,"HISTORIA, CONFLICTOS Y CAMBIO SOCIAL",GERMÁN SILVA GARCÍA,CORPORACIÓN INSTITUTO LATI- NOAMERICANO DE ALTOS ESTUDIOS,,Sí,C
COL0120352,ESTRUCTURA E INTERAC- CIONES SOCIALES,GERMÁN VALLEJO ALMEIDA,CORPORACIÓN INSTITUTO LATI- NOAMERICANO DE ALTOS ESTUDIOS,,Sí,Reconocido
COL0009153,CORPORACIÓN NACIONAL DE INVESTIGACIÓN Y FO- MENTO FORESTAL - CONIF,LUIS ENRIQUE VEGA GONZÁLEZ,CORPORACIÓN NACIONAL DE IN- VESTIGACIÓN Y FOMENTO FORES- TAL - CONIF,,No,Reconocido
COL0002608,COGNICIÓN Y DESARRO- LLO REPRESENTACIONAL,REBECA PUCHE NA- VARRO,CORPORACION NI- ÑEZ Y CONOCI- MIENTO,,No,Reconocido
COL0007604,"GRUPO REGIONAL DE IN- VESTIGACIÓN EN ECONO- MÍA Y CULTURA DEL CA-
RIBE COLOMBIANO",PHILIP WILLIAM WRIGHT,CORPORACIÓN OBSERVATORIO DEL CARIBE CO- LOMBIANO,,Sí,B
COL0007364,GRUPO DE INVESTIGACIÓN DEL CLUSTER BIOINDUS- TRIAL DEL OCCIDENTE COLOMBIANO (CBOC),MYRIAM SANCHEZ MEJIA,CORPORACIÓN PARA EL DESA- RROLLO DE LA BIOTECNOLOGÍA - BIOTEC,,Sí,C
COL0007819,GRUPO DE BIOTECNOLO- GÍA EN CADENAS PRODUC- TIVAS DE FRUTALES PRO- MISORIOS,FELIPE GARCÍA VA- LLEJO,CORPORACIÓN PARA EL DESA- RROLLO DE LA BIOTECNOLOGÍA - BIOTEC,,Sí,C
COL0157459,"BIOLOGÍA, LENGUAS E HIS- TORIA",YAMID ANDRES BRAGA GÓMEZ,CORPORACIÓN PARA EL DESA- RROLLO INTE- GRAL DE LA DIGNI- DAD HUMANA EN EL VAUPÉS,,Sí,C
COL0041409,BIODIVERSIDAD,JUAN SANTIAGO ZULUAGA GIRALDO,CORPORACIÓN PARA INVESTIGACIONES BIOLÓGI- CAS - CIB,,Sí,C
COL0016775,UNIDAD DE FITOSANIDAD Y CONTROL BIOLÓGICO,SINAR DAVID GRA- NADA GARCIA,CORPORACIÓN PARA INVESTIGACIONES BIOLÓGICAS - CIB; INSTITUCIÓN UNIVERSITARIA COLEGIO MAYOR DE ANTIOQUIA; UNIVERSIDAD DE SANTANDER,,Sí,C
COL0000962,"BIOLOGÍA CELULAR Y MO- LECULAR CIB, U. DE A. U. DEL ROSARIO",JUAN GUILLERMO MCEWEN OCHOA,CORPORACIÓN PARA INVESTIGACIONES BIOLÓGI- CAS - CIB; UNIVER- SIDAD DE ANTIO- QUIA - UDEA,,Sí,A1
COL0000828,BIOTECNOLOGÍA VEGETAL UNALMED - CIB,RAFAEL EDUARDO ARANGO ISAZA,CORPORACIÓN PARA INVESTIGACIONES BIOLÓGI- CAS - CIB; UNIVER- SIDAD NACIONAL DE COLOMBIA - OFICIAL,,Sí,A
COL0016748,"UNIDAD DE BACTERIOLO- GÍA Y MICOBACTERIAS, CIB-UPB",JAIME A ROBLEDO RESTREPO,CORPORACIÓN PARA INVESTIGACIONES BIOLÓGI- CAS - CIB; UNIVER- SIDAD PONTIFICIA BOLIVARIANA - SEDE MEDELLÍN,,Sí,A1
